epoch,loss,masked_MSE_multiple_masks,val_loss,val_masked_MSE_multiple_masks
0,76.58966064453125,76.58966064453125,73.74984741210938,74.38362121582031
1,65.0691146850586,65.0691146850586,61.54267501831055,61.96029281616211
2,57.5010871887207,57.5010871887207,52.93906021118164,53.228511810302734
3,50.33911895751953,50.33911895751953,47.42698669433594,47.711971282958984
4,43.19115447998047,43.19115447998047,43.65305709838867,43.91573715209961
5,41.72431945800781,41.72431945800781,39.47779846191406,39.66001892089844
6,38.94356918334961,38.94356918334961,38.61717224121094,38.793277740478516
7,39.155914306640625,39.155914306640625,41.053863525390625,41.261051177978516
8,38.25752639770508,38.25752639770508,37.93104934692383,38.09083557128906
9,36.653289794921875,36.653289794921875,37.26230239868164,37.42738342285156
10,36.422115325927734,36.422115325927734,36.477386474609375,36.63406753540039
11,35.557254791259766,35.557254791259766,35.35719680786133,35.48359680175781
12,34.31095504760742,34.31095504760742,34.51777267456055,34.63188171386719
13,33.89491271972656,33.89491271972656,34.04656219482422,34.16737747192383
14,33.96173858642578,33.96173858642578,34.4251594543457,34.5289306640625
15,33.312095642089844,33.312095642089844,33.34306335449219,33.432926177978516
16,32.63328552246094,32.63328552246094,35.31511306762695,35.48996353149414
17,32.659324645996094,32.659324645996094,32.58308029174805,32.68280792236328
18,31.551055908203125,31.551055908203125,31.808521270751953,31.890552520751953
19,30.984277725219727,30.984277725219727,30.95380401611328,31.03169059753418
20,30.035503387451172,30.035503387451172,30.162322998046875,30.23866081237793
21,29.326801300048828,29.326801300048828,29.33565330505371,29.41301727294922
22,28.09881591796875,28.09881591796875,28.2258358001709,28.28936004638672
23,27.366621017456055,27.366621017456055,27.202470779418945,27.265106201171875
24,26.180295944213867,26.180295944213867,26.13715171813965,26.198657989501953
25,25.228063583374023,25.228063583374023,25.977563858032227,26.05205535888672
26,24.75855827331543,24.75855827331543,24.421489715576172,24.46977996826172
27,23.812089920043945,23.812089920043945,23.808082580566406,23.850202560424805
28,23.1201229095459,23.1201229095459,23.29169273376465,23.3365535736084
29,23.191835403442383,23.191835403442383,23.4783878326416,23.525859832763672
30,22.367982864379883,22.367982864379883,22.42288589477539,22.463214874267578
31,21.76804542541504,21.76804542541504,21.78318977355957,21.810991287231445
32,21.337358474731445,21.337358474731445,22.263792037963867,22.293920516967773
33,21.637027740478516,21.637027740478516,23.292478561401367,23.3607120513916
34,22.096317291259766,22.096317291259766,23.959135055541992,24.0517520904541
35,21.376754760742188,21.376754760742188,21.130979537963867,21.16392707824707
36,20.296823501586914,20.296823501586914,20.64207649230957,20.662006378173828
37,20.031740188598633,20.031740188598633,20.32952880859375,20.347551345825195
38,19.749177932739258,19.749177932739258,20.400480270385742,20.433393478393555
39,19.768861770629883,19.768861770629883,19.951662063598633,19.965513229370117
40,19.375423431396484,19.375423431396484,19.849628448486328,19.868797302246094
41,19.285791397094727,19.285791397094727,19.642364501953125,19.660484313964844
42,19.116636276245117,19.116636276245117,19.60909652709961,19.62826156616211
43,19.107162475585938,19.107162475585938,19.622272491455078,19.64594078063965
44,19.03709602355957,19.03709602355957,19.19084930419922,19.203126907348633
45,18.619430541992188,18.619430541992188,18.945205688476562,18.958173751831055
46,18.413949966430664,18.413949966430664,18.96834945678711,19.005704879760742
47,18.502931594848633,18.502931594848633,18.701967239379883,18.710479736328125
48,18.326366424560547,18.326366424560547,20.753572463989258,20.78398323059082
49,18.497194290161133,18.497194290161133,18.693923950195312,18.70934295654297
50,18.97193717956543,18.97193717956543,19.206811904907227,19.254619598388672
