epoch,loss,masked_MSE_multiple_masks,val_loss,val_masked_MSE_multiple_masks
115,120.9089126586914,120.9089126586914,219.85987854003906,219.85987854003906
116,119.0661849975586,119.0661849975586,219.37539672851562,219.37539672851562
117,123.75348663330078,123.75348663330078,215.3261260986328,215.3261260986328
118,134.54684448242188,134.54684448242188,220.35540771484375,220.35540771484375
119,129.76417541503906,129.76417541503906,223.5238800048828,223.5238800048828
120,136.85174560546875,136.85174560546875,221.32186889648438,221.32186889648438
121,127.06531524658203,127.06531524658203,230.21255493164062,230.21255493164062
122,221.7568817138672,221.7568817138672,248.40260314941406,248.40260314941406
123,158.05572509765625,158.05572509765625,239.6581573486328,239.6581573486328
124,132.76930236816406,132.76930236816406,219.78701782226562,219.78701782226562
125,126.79920196533203,126.79920196533203,223.5080108642578,223.5080108642578
126,121.05679321289062,121.05679321289062,216.41688537597656,216.41688537597656
127,120.43307495117188,120.43307495117188,207.3223114013672,207.3223114013672
128,112.46259307861328,112.46259307861328,208.90464782714844,208.90464782714844
129,109.22940063476562,109.22940063476562,202.30589294433594,202.30589294433594
130,108.89098358154297,108.89098358154297,208.3218231201172,208.3218231201172
131,109.12033081054688,109.12033081054688,201.69793701171875,201.69793701171875
132,113.53900909423828,113.53900909423828,213.1436004638672,213.1436004638672
133,114.21586608886719,114.21586608886719,221.3179168701172,221.3179168701172
134,116.97428894042969,116.97428894042969,206.74066162109375,206.74066162109375
135,107.29541015625,107.29541015625,200.25830078125,200.25830078125
136,108.11432647705078,108.11432647705078,205.078125,205.078125
137,106.39741516113281,106.39741516113281,198.94769287109375,198.94769287109375
138,103.9568099975586,103.9568099975586,201.2568817138672,201.2568817138672
139,104.12531280517578,104.12531280517578,195.43101501464844,195.43101501464844
140,104.13003540039062,104.13003540039062,206.63604736328125,206.63604736328125
141,106.5741195678711,106.5741195678711,212.38763427734375,212.38763427734375
142,108.73078918457031,108.73078918457031,216.33787536621094,216.33787536621094
143,112.34856414794922,112.34856414794922,202.08998107910156,202.08998107910156
144,104.15249633789062,104.15249633789062,199.81385803222656,199.81385803222656
145,101.66789245605469,101.66789245605469,190.11643981933594,190.11643981933594
146,106.01995086669922,106.01995086669922,195.66030883789062,195.66030883789062
147,120.46687316894531,120.46687316894531,196.30763244628906,196.30763244628906
148,122.66276550292969,122.66276550292969,221.04583740234375,221.04583740234375
149,115.00936889648438,115.00936889648438,216.4087371826172,216.4087371826172
150,111.21137237548828,111.21137237548828,234.03741455078125,234.03741455078125
151,113.25244903564453,113.25244903564453,192.26329040527344,192.26329040527344
152,108.26268768310547,108.26268768310547,214.29473876953125,214.29473876953125
153,115.7265625,115.7265625,236.7311553955078,236.7311553955078
154,125.72289276123047,125.72289276123047,206.3281707763672,206.3281707763672
155,128.30018615722656,128.30018615722656,216.29339599609375,216.29339599609375
156,145.28382873535156,145.28382873535156,208.80381774902344,208.80381774902344
157,129.02334594726562,129.02334594726562,238.25755310058594,238.25755310058594
158,116.73448944091797,116.73448944091797,193.13743591308594,193.13743591308594
159,102.6785659790039,102.6785659790039,194.50665283203125,194.50665283203125
160,100.1524887084961,100.1524887084961,205.9208526611328,205.9208526611328
161,102.16842651367188,102.16842651367188,204.33685302734375,204.33685302734375
162,98.19544219970703,98.19544219970703,184.95970153808594,184.95970153808594
163,99.11180877685547,99.11180877685547,198.486572265625,198.486572265625
164,97.0048828125,97.0048828125,182.7113037109375,182.7113037109375
165,109.48165893554688,109.48165893554688,193.68621826171875,193.68621826171875
166,104.12692260742188,104.12692260742188,202.98358154296875,202.98358154296875
167,95.63872528076172,95.63872528076172,188.13929748535156,188.13929748535156
168,90.77245330810547,90.77245330810547,182.02113342285156,182.02113342285156
169,90.9269790649414,90.9269790649414,178.5147705078125,178.5147705078125
170,103.51289367675781,103.51289367675781,188.03598022460938,188.03598022460938
171,103.02336883544922,103.02336883544922,218.85162353515625,218.85162353515625
172,103.47453308105469,103.47453308105469,196.46107482910156,196.46107482910156
173,101.5151138305664,101.5151138305664,205.95867919921875,205.95867919921875
174,93.72858428955078,93.72858428955078,180.99424743652344,180.99424743652344
175,91.07592010498047,91.07592010498047,183.70611572265625,183.70611572265625
176,90.69609832763672,90.69609832763672,178.5220489501953,178.5220489501953
177,101.26960754394531,101.26960754394531,194.02597045898438,194.02597045898438
178,102.76526641845703,102.76526641845703,192.081787109375,192.081787109375
179,93.70732116699219,93.70732116699219,188.12100219726562,188.12100219726562
180,102.55144500732422,102.55144500732422,209.58892822265625,209.58892822265625
181,105.47637176513672,105.47637176513672,188.5149383544922,188.5149383544922
182,95.306640625,95.306640625,185.49830627441406,185.49830627441406
183,107.38525390625,107.38525390625,188.4770050048828,188.4770050048828
184,91.03439331054688,91.03439331054688,194.85943603515625,194.85943603515625
185,94.2834701538086,94.2834701538086,188.14878845214844,188.14878845214844
186,88.28800201416016,88.28800201416016,186.36509704589844,186.36509704589844
187,89.705322265625,89.705322265625,180.73870849609375,180.73870849609375
188,95.95923614501953,95.95923614501953,200.71664428710938,200.71664428710938
189,94.27958679199219,94.27958679199219,183.6936492919922,183.6936492919922
190,88.01720428466797,88.01720428466797,197.99560546875,197.99560546875
191,88.07070922851562,88.07070922851562,175.85415649414062,175.85415649414062
192,86.13739776611328,86.13739776611328,193.54632568359375,193.54632568359375
193,85.04080200195312,85.04080200195312,176.6131134033203,176.6131134033203
194,89.39208221435547,89.39208221435547,176.1552734375,176.1552734375
195,89.27078247070312,89.27078247070312,201.28890991210938,201.28890991210938
196,87.2097396850586,87.2097396850586,181.92410278320312,181.92410278320312
197,86.43545532226562,86.43545532226562,175.54600524902344,175.54600524902344
198,87.74684143066406,87.74684143066406,179.2608184814453,179.2608184814453
199,85.1138687133789,85.1138687133789,171.0460968017578,171.0460968017578
200,84.67316436767578,84.67316436767578,180.33155822753906,180.33155822753906
201,86.68439483642578,86.68439483642578,179.15936279296875,179.15936279296875
202,89.60508728027344,89.60508728027344,184.032470703125,184.032470703125
203,84.37186431884766,84.37186431884766,182.32347106933594,182.32347106933594
204,86.05442810058594,86.05442810058594,184.34242248535156,184.34242248535156
205,85.93285369873047,85.93285369873047,183.461181640625,183.461181640625
206,82.65274810791016,82.65274810791016,184.0694122314453,184.0694122314453
207,82.67996215820312,82.67996215820312,182.26046752929688,182.26046752929688
208,80.55986785888672,80.55986785888672,174.78419494628906,174.78419494628906
209,80.06669616699219,80.06669616699219,175.36756896972656,175.36756896972656
210,83.55376434326172,83.55376434326172,173.1369171142578,173.1369171142578
211,85.18704223632812,85.18704223632812,170.76177978515625,170.76177978515625
212,86.92970275878906,86.92970275878906,183.069091796875,183.069091796875
213,106.00946807861328,106.00946807861328,190.22705078125,190.22705078125
214,102.93627166748047,102.93627166748047,204.46249389648438,204.46249389648438
215,98.59917449951172,98.59917449951172,184.56488037109375,184.56488037109375
216,131.95510864257812,131.95510864257812,232.5269012451172,232.5269012451172
217,113.04611206054688,113.04611206054688,176.2682647705078,176.2682647705078
218,119.76760864257812,119.76760864257812,210.93145751953125,210.93145751953125
219,97.80136108398438,97.80136108398438,201.7489776611328,201.7489776611328
220,102.91565704345703,102.91565704345703,209.40170288085938,209.40170288085938
221,100.14797973632812,100.14797973632812,191.0820770263672,191.0820770263672
222,90.00374603271484,90.00374603271484,188.68341064453125,188.68341064453125
223,84.54932403564453,84.54932403564453,184.86117553710938,184.86117553710938
224,84.63643646240234,84.63643646240234,174.54360961914062,174.54360961914062
225,82.13667297363281,82.13667297363281,196.2812957763672,196.2812957763672
226,83.18508911132812,83.18508911132812,189.99575805664062,189.99575805664062
227,79.59063720703125,79.59063720703125,174.7746124267578,174.7746124267578
228,80.2496337890625,80.2496337890625,186.56536865234375,186.56536865234375
229,86.95085144042969,86.95085144042969,184.78147888183594,184.78147888183594
230,88.4351806640625,88.4351806640625,191.633056640625,191.633056640625
231,88.14169311523438,88.14169311523438,174.99217224121094,174.99217224121094
232,87.69792938232422,87.69792938232422,180.4907684326172,180.4907684326172
233,81.31922912597656,81.31922912597656,175.93771362304688,175.93771362304688
234,83.72756958007812,83.72756958007812,179.52081298828125,179.52081298828125
235,86.157958984375,86.157958984375,168.6014862060547,168.6014862060547
236,87.28658294677734,87.28658294677734,206.82064819335938,206.82064819335938
237,96.0648422241211,96.0648422241211,182.91807556152344,182.91807556152344
238,83.8470687866211,83.8470687866211,191.74664306640625,191.74664306640625
239,79.847412109375,79.847412109375,180.1665802001953,180.1665802001953
240,78.65572357177734,78.65572357177734,194.44366455078125,194.44366455078125
241,78.02625274658203,78.02625274658203,181.9951934814453,181.9951934814453
242,76.55209350585938,76.55209350585938,181.89349365234375,181.89349365234375
243,76.35755157470703,76.35755157470703,176.01300048828125,176.01300048828125
244,74.68134307861328,74.68134307861328,187.70838928222656,187.70838928222656
245,75.60043334960938,75.60043334960938,186.38232421875,186.38232421875
246,76.81205749511719,76.81205749511719,173.70285034179688,173.70285034179688
247,77.44808959960938,77.44808959960938,182.2736358642578,182.2736358642578
248,86.8923568725586,86.8923568725586,186.22393798828125,186.22393798828125
249,79.85652160644531,79.85652160644531,186.33535766601562,186.33535766601562
250,80.30854034423828,80.30854034423828,179.42259216308594,179.42259216308594
251,77.57510375976562,77.57510375976562,189.30215454101562,189.30215454101562
252,79.62183380126953,79.62183380126953,179.7582244873047,179.7582244873047
253,79.79784393310547,79.79784393310547,183.98448181152344,183.98448181152344
254,76.52957916259766,76.52957916259766,172.02105712890625,172.02105712890625
255,74.75015258789062,74.75015258789062,171.2840576171875,171.2840576171875
256,85.87332153320312,85.87332153320312,188.90345764160156,188.90345764160156
257,81.07440948486328,81.07440948486328,169.77113342285156,169.77113342285156
258,82.60386657714844,82.60386657714844,181.6614227294922,181.6614227294922
259,79.79132843017578,79.79132843017578,181.9845428466797,181.9845428466797
260,79.03600311279297,79.03600311279297,177.08848571777344,177.08848571777344
261,80.8106689453125,80.8106689453125,174.89605712890625,174.89605712890625
262,80.66162872314453,80.66162872314453,198.10777282714844,198.10777282714844
263,85.55488586425781,85.55488586425781,174.26499938964844,174.26499938964844
264,80.87850952148438,80.87850952148438,166.58636474609375,166.58636474609375
265,74.84565734863281,74.84565734863281,170.17494201660156,170.17494201660156
266,77.43871307373047,77.43871307373047,174.80686950683594,174.80686950683594
267,77.00882720947266,77.00882720947266,173.89239501953125,173.89239501953125
268,75.43960571289062,75.43960571289062,170.52459716796875,170.52459716796875
269,75.22854614257812,75.22854614257812,170.48016357421875,170.48016357421875
270,72.67080688476562,72.67080688476562,169.3844757080078,169.3844757080078
271,71.62812805175781,71.62812805175781,173.3348846435547,173.3348846435547
272,71.99026489257812,71.99026489257812,170.32688903808594,170.32688903808594
273,74.86883544921875,74.86883544921875,174.73516845703125,174.73516845703125
274,80.13263702392578,80.13263702392578,193.4980926513672,193.4980926513672
275,88.05077362060547,88.05077362060547,197.19468688964844,197.19468688964844
276,87.96289825439453,87.96289825439453,161.00274658203125,161.00274658203125
277,99.66631317138672,99.66631317138672,180.33506774902344,180.33506774902344
278,90.15682983398438,90.15682983398438,182.3994903564453,182.3994903564453
279,98.8790283203125,98.8790283203125,222.76918029785156,222.76918029785156
280,87.6677017211914,87.6677017211914,174.35931396484375,174.35931396484375
281,98.6751708984375,98.6751708984375,185.03158569335938,185.03158569335938
282,92.37142944335938,92.37142944335938,190.63609313964844,190.63609313964844
283,85.11624145507812,85.11624145507812,175.24864196777344,175.24864196777344
284,82.49909973144531,82.49909973144531,190.0493621826172,190.0493621826172
285,106.17019653320312,106.17019653320312,205.68121337890625,205.68121337890625
286,85.18424987792969,85.18424987792969,177.3661651611328,177.3661651611328
287,77.23750305175781,77.23750305175781,171.68556213378906,171.68556213378906
288,74.67182159423828,74.67182159423828,168.12815856933594,168.12815856933594
289,71.38172912597656,71.38172912597656,169.69407653808594,169.69407653808594
290,70.27117156982422,70.27117156982422,171.39682006835938,171.39682006835938
291,70.22936248779297,70.22936248779297,164.18472290039062,164.18472290039062
292,71.07099914550781,71.07099914550781,171.81163024902344,171.81163024902344
293,73.64895629882812,73.64895629882812,166.0451202392578,166.0451202392578
294,73.69188690185547,73.69188690185547,174.74537658691406,174.74537658691406
295,84.6097640991211,84.6097640991211,186.23475646972656,186.23475646972656
296,81.58285522460938,81.58285522460938,183.09774780273438,183.09774780273438
297,76.75666046142578,76.75666046142578,172.97772216796875,172.97772216796875
298,71.29370880126953,71.29370880126953,163.40078735351562,163.40078735351562
299,70.97286987304688,70.97286987304688,163.55734252929688,163.55734252929688
300,68.84184265136719,68.84184265136719,162.17613220214844,162.17613220214844
301,72.12825775146484,72.12825775146484,174.44512939453125,174.44512939453125
302,71.22032928466797,71.22032928466797,167.38299560546875,167.38299560546875
303,70.40426635742188,70.40426635742188,166.90057373046875,166.90057373046875
304,70.20610809326172,70.20610809326172,173.93345642089844,173.93345642089844
305,70.10001373291016,70.10001373291016,167.08998107910156,167.08998107910156
306,69.19197845458984,69.19197845458984,171.03489685058594,171.03489685058594
307,72.98101806640625,72.98101806640625,171.0531463623047,171.0531463623047
308,69.58204650878906,69.58204650878906,165.49713134765625,165.49713134765625
309,71.15446472167969,71.15446472167969,167.61386108398438,167.61386108398438
310,72.142333984375,72.142333984375,161.77040100097656,161.77040100097656
311,68.80321502685547,68.80321502685547,163.22877502441406,163.22877502441406
312,68.6292724609375,68.6292724609375,164.87493896484375,164.87493896484375
313,69.4330062866211,69.4330062866211,161.17933654785156,161.17933654785156
314,67.03538513183594,67.03538513183594,162.35646057128906,162.35646057128906
315,67.75997161865234,67.75997161865234,164.00131225585938,164.00131225585938
316,71.43377685546875,71.43377685546875,174.94520568847656,174.94520568847656
317,82.61514282226562,82.61514282226562,173.07925415039062,173.07925415039062
318,76.22018432617188,76.22018432617188,182.04977416992188,182.04977416992188
319,73.00951385498047,73.00951385498047,179.48037719726562,179.48037719726562
320,70.08999633789062,70.08999633789062,171.9008331298828,171.9008331298828
321,78.48346710205078,78.48346710205078,173.33746337890625,173.33746337890625
322,78.43781280517578,78.43781280517578,166.89227294921875,166.89227294921875
323,68.07744598388672,68.07744598388672,166.53565979003906,166.53565979003906
324,66.6211929321289,66.6211929321289,164.14022827148438,164.14022827148438
325,65.95275115966797,65.95275115966797,170.07066345214844,170.07066345214844
326,65.98101043701172,65.98101043701172,167.81800842285156,167.81800842285156
327,66.50051879882812,66.50051879882812,168.48069763183594,168.48069763183594
328,65.27940368652344,65.27940368652344,161.37969970703125,161.37969970703125
329,64.66504669189453,64.66504669189453,158.60984802246094,158.60984802246094
330,68.78512573242188,68.78512573242188,154.75730895996094,154.75730895996094
331,70.58553314208984,70.58553314208984,165.62991333007812,165.62991333007812
332,74.40929412841797,74.40929412841797,165.87066650390625,165.87066650390625
333,72.19074249267578,72.19074249267578,167.22222900390625,167.22222900390625
334,68.71834564208984,68.71834564208984,155.36509704589844,155.36509704589844
335,72.64252471923828,72.64252471923828,180.12278747558594,180.12278747558594
336,75.77256774902344,75.77256774902344,179.1291046142578,179.1291046142578
337,71.4019546508789,71.4019546508789,158.9854736328125,158.9854736328125
338,71.36856842041016,71.36856842041016,159.0148162841797,159.0148162841797
339,64.81767272949219,64.81767272949219,163.83921813964844,163.83921813964844
340,70.76023864746094,70.76023864746094,160.45999145507812,160.45999145507812
341,71.4966812133789,71.4966812133789,168.95635986328125,168.95635986328125
342,71.69578552246094,71.69578552246094,181.93653869628906,181.93653869628906
343,69.26590728759766,69.26590728759766,155.51548767089844,155.51548767089844
344,66.57469940185547,66.57469940185547,158.66220092773438,158.66220092773438
345,70.97997283935547,70.97997283935547,161.98255920410156,161.98255920410156
346,63.232521057128906,63.232521057128906,161.61338806152344,161.61338806152344
347,61.22854995727539,61.22854995727539,156.5961151123047,156.5961151123047
348,59.785682678222656,59.785682678222656,158.04446411132812,158.04446411132812
349,59.79520034790039,59.79520034790039,151.3962860107422,151.3962860107422
350,61.334434509277344,61.334434509277344,161.67413330078125,161.67413330078125
351,60.59429931640625,60.59429931640625,155.24925231933594,155.24925231933594
352,73.271728515625,73.271728515625,155.57736206054688,155.57736206054688
353,67.61824798583984,67.61824798583984,166.5444793701172,166.5444793701172
354,63.22610855102539,63.22610855102539,168.21067810058594,168.21067810058594
355,62.28129577636719,62.28129577636719,162.44517517089844,162.44517517089844
356,70.76520538330078,70.76520538330078,157.70054626464844,157.70054626464844
357,65.60457611083984,65.60457611083984,181.9011688232422,181.9011688232422
358,63.74140930175781,63.74140930175781,153.92333984375,153.92333984375
359,62.6465950012207,62.6465950012207,165.63958740234375,165.63958740234375
360,64.88544464111328,64.88544464111328,160.37442016601562,160.37442016601562
361,62.97883224487305,62.97883224487305,159.59515380859375,159.59515380859375
362,62.39707946777344,62.39707946777344,181.3312530517578,181.3312530517578
363,62.464359283447266,62.464359283447266,172.28445434570312,172.28445434570312
364,61.544986724853516,61.544986724853516,152.73193359375,152.73193359375
365,59.10444641113281,59.10444641113281,172.8628692626953,172.8628692626953
366,58.49643325805664,58.49643325805664,169.5819854736328,169.5819854736328
367,63.53153991699219,63.53153991699219,175.38067626953125,175.38067626953125
368,65.83656311035156,65.83656311035156,170.07582092285156,170.07582092285156
369,64.65841674804688,64.65841674804688,163.77603149414062,163.77603149414062
370,62.4002685546875,62.4002685546875,170.75331115722656,170.75331115722656
371,63.0609130859375,63.0609130859375,166.49388122558594,166.49388122558594
372,65.44595336914062,65.44595336914062,152.8264923095703,152.8264923095703
373,62.19212341308594,62.19212341308594,157.9910430908203,157.9910430908203
374,67.38230895996094,67.38230895996094,175.1977996826172,175.1977996826172
375,66.48391723632812,66.48391723632812,211.98199462890625,211.98199462890625
376,85.81982421875,85.81982421875,167.01724243164062,167.01724243164062
377,152.01698303222656,152.01698303222656,246.65771484375,246.65771484375
378,161.42140197753906,161.42140197753906,229.423095703125,229.423095703125
379,106.66327667236328,106.66327667236328,188.5420379638672,188.5420379638672
380,78.159912109375,78.159912109375,169.77029418945312,169.77029418945312
381,68.27679443359375,68.27679443359375,167.71673583984375,167.71673583984375
382,66.03903198242188,66.03903198242188,165.58868408203125,165.58868408203125
383,66.18692016601562,66.18692016601562,161.3944854736328,161.3944854736328
384,60.571006774902344,60.571006774902344,165.2317657470703,165.2317657470703
385,58.92431640625,58.92431640625,158.1996612548828,158.1996612548828
386,58.10792541503906,58.10792541503906,159.53228759765625,159.53228759765625
387,57.7936897277832,57.7936897277832,155.75193786621094,155.75193786621094
388,56.94038391113281,56.94038391113281,159.62376403808594,159.62376403808594
389,58.19450759887695,58.19450759887695,161.23828125,161.23828125
390,57.530296325683594,57.530296325683594,162.99093627929688,162.99093627929688
391,58.837528228759766,58.837528228759766,171.77273559570312,171.77273559570312
392,59.462059020996094,59.462059020996094,165.5349578857422,165.5349578857422
393,57.828102111816406,57.828102111816406,158.43092346191406,158.43092346191406
394,56.63815689086914,56.63815689086914,160.89578247070312,160.89578247070312
395,55.697425842285156,55.697425842285156,160.36363220214844,160.36363220214844
396,61.91683578491211,61.91683578491211,163.11143493652344,163.11143493652344
397,63.340614318847656,63.340614318847656,163.55039978027344,163.55039978027344
398,69.98375701904297,69.98375701904297,173.0753173828125,173.0753173828125
399,63.579402923583984,63.579402923583984,159.907470703125,159.907470703125
400,59.7130012512207,59.7130012512207,158.49061584472656,158.49061584472656
401,58.05489730834961,58.05489730834961,166.76307678222656,166.76307678222656
402,58.25546646118164,58.25546646118164,156.57899475097656,156.57899475097656
403,61.65802001953125,61.65802001953125,163.3180694580078,163.3180694580078
404,59.240089416503906,59.240089416503906,165.90245056152344,165.90245056152344
405,56.48824691772461,56.48824691772461,158.1986083984375,158.1986083984375
406,55.108436584472656,55.108436584472656,156.29620361328125,156.29620361328125
407,54.50758361816406,54.50758361816406,155.4972381591797,155.4972381591797
408,55.8653678894043,55.8653678894043,151.3640899658203,151.3640899658203
409,58.14894104003906,58.14894104003906,152.300048828125,152.300048828125
410,57.5451774597168,57.5451774597168,151.49603271484375,151.49603271484375
411,62.304935455322266,62.304935455322266,150.4810791015625,150.4810791015625
412,57.746891021728516,57.746891021728516,158.18954467773438,158.18954467773438
